dish,mood,dayStatus,craving,diet,cuisines
Saucy Popcorn Classic Zinger Meal,Sad,Lazy,Light,Veg,North Indian
Gold Zinger Burger & Saucy Popcorn Meal,Sad,Lazy,Heavy,Veg,Fast Food
Gold Veg & Paneer Zinger Burger Meal,Sad,Lazy,Heavy,Veg,North Indian
Trio Zinger Chicken Burgers Deal,Sad,Lazy,Heavy,Non-Veg,Fast Food
Saucy Popcorn x CarryMinati & Rizz Fizz Meal,Sad,Lazy,Light,Veg,North Indian
Chicken Bucket for Two,Sad,Lazy,Light,Non-Veg,North Indian
4 Pc Hot & Crispy Pepsi Bottle Combo,Sad,Lazy,Light,Veg,North Indian
Chicken Krisper Burger Combo,Sad,Lazy,Heavy,Non-Veg,Fast Food
Chicken Mingles Bucket Meal,Sad,Lazy,Light,Non-Veg,North Indian
Classic Roll Mojito Meal,Sad,Lazy,Light,Veg,North Indian
Chicken Solo Feast,Sad,Lazy,Light,Non-Veg,North Indian
Chicken Mingles Bucket,Sad,Lazy,Light,Non-Veg,North Indian
Chicken & French Fries Bucket,Sad,Lazy,Light,Non-Veg,Fast Food
Chicken Popcorn & French Fries Bucket,Sad,Lazy,Light,Non-Veg,Fast Food
Classic Zinger Pepsi Bottle Combo,Sad,Lazy,Light,Veg,North Indian
2 X Veg Krispers Burger Meal,Sad,Lazy,Heavy,Veg,Fast Food
All in One Chicken Bucket,Sad,Lazy,Light,Non-Veg,North Indian
Ultimate Savings Chicken Bucket,Sad,Lazy,Light,Non-Veg,North Indian
Stay Home Chicken Bucket,Sad,Lazy,Light,Non-Veg,North Indian
Big 12 - Chicken Bucket,Sad,Lazy,Light,Non-Veg,North Indian
Big 8 - Chicken Bucket,Sad,Lazy,Light,Non-Veg,North Indian
HC Rice Bowlz,Sad,Productive,Light,Veg,North Indian
Smoky Red Chicken Rice Bowl,Sad,Productive,Light,Non-Veg,North Indian
PC Rice Bowlz,Sad,Productive,Light,Veg,North Indian
Veg Rice Bowlz,Sad,Productive,Light,Veg,North Indian
Plain Rice Bowl,Sad,Productive,Light,Veg,North Indian
Hot & Crispy Chicken - 8 pcs,Sad,Lazy,Light,Non-Veg,North Indian
Hot & Crispy Chicken -6pc,Sad,Lazy,Light,Non-Veg,North Indian
Hot & Crispy Chicken-4pc,Sad,Lazy,Light,Non-Veg,North Indian
Hot & Crispy Chicken -2pc,Sad,Lazy,Light,Non-Veg,North Indian
Hot Chicken Wings - 4pc,Sad,Lazy,Light,Non-Veg,North Indian
Hot & Crispy Chicken-1pc,Sad,Lazy,Light,Non-Veg,North Indian
Saucy Popcorn x CarryMinati,Sad,Lazy,Light,Veg,North Indian
Chicken Popcorn - Large,Sad,Lazy,Light,Non-Veg,North Indian
Chicken Popcorn - Medium,Sad,Lazy,Light,Non-Veg,North Indian
Chicken Popcorn - Regular,Sad,Lazy,Light,Non-Veg,North Indian
5 Pc Smoky Chicken Mojito Combo,Sad,Lazy,Light,Non-Veg,North Indian
Smoky Red Grilled Chicken - 5 pc,Sad,Lazy,Light,Non-Veg,North Indian
Smoky Red Grilled Chicken - 2 pc,Sad,Lazy,Light,Non-Veg,North Indian
Smoky Red Grilled Chicken - 1 pc,Sad,Lazy,Light,Non-Veg,North Indian
Peri Peri chicken strips - 3 pc,Sad,Lazy,Light,Non-Veg,North Indian
Gold Edition Regular Fries,Sad,Lazy,Light,Veg,Fast Food
2 pc Veg Patty,Sad,Lazy,Light,Veg,North Indian
Spicy Mix French Fries - Large,Sad,Lazy,Spicy,Veg,Fast Food
French Fries - Large,Sad,Lazy,Light,Veg,Fast Food
Spicy Mix French Fries - Medium,Sad,Lazy,Spicy,Veg,Fast Food
French Fries - Medium,Sad,Lazy,Light,Veg,Fast Food
Pack of 4 Dips -20gm each,Sad,Lazy,Light,Veg,North Indian
Pack of 2 Dips-20gm each,Sad,Lazy,Light,Veg,North Indian
Tandoori Flavour Dip - 20 gm,Sad,Lazy,Light,Veg,North Indian
7UP RizzFizz,Sad,Lazy,Light,Veg,North Indian
Virgin Mojito Reusable Bottle,Sad,Lazy,Light,Veg,North Indian
Masala Pepsi Reusable Bottle,Sad,Lazy,Spicy,Veg,North Indian
Masala Mirinda Reusable Bottle,Happy,Normal,Light,Veg,Snacks
Dew Mojito Reusable Bottle,Happy,Normal,Light,Veg,Snacks
Pepsi Reusable Bottle,Happy,Normal,Light,Veg,Snacks
7Up Reusable Bottle,Happy,Normal,Light,Veg,Snacks
Mirinda Reusable Bottle,Happy,Normal,Light,Veg,Snacks
Mountain Dew Reusable Bottle,Happy,Normal,Light,Veg,Snacks
Chocolate Lava Cake,Happy,Normal,Sweet,Veg,Dessert
Choco Mud Pie,Happy,Normal,Light,Veg,Snacks
Mousse Cake (Coffee flavoured,Happy,Normal,Sweet,Veg,Dessert
Pepsi PET 475ml,Happy,Normal,Light,Veg,Snacks
Pepsi Can 300 ml,Happy,Normal,Light,Veg,Snacks
7UP Can 300 ml,Happy,Normal,Light,Veg,Snacks
Pepsi Black Can 300 ml,Happy,Normal,Light,Veg,Snacks
Pepsi 475ml Pet,Happy,Normal,Light,Veg,Snacks
Mirinda Can 300 ml,Happy,Normal,Light,Veg,Snacks
Craving Saving meal,Happy,Normal,Light,Veg,Snacks
Party Bucket Meal,Happy,Normal,Light,Veg,Snacks
Insta Reel Korean Roll Meal,Happy,Normal,Light,Veg,Snacks
Night Owl Roll combo,Happy,Normal,Light,Veg,Snacks
Rice Krunch Bowl Combo,Happy,Normal,Light,Veg,Snacks
Peri Peri Binge Watch combo,Happy,Normal,Light,Veg,Snacks
Thai Roll Dream meal,Happy,Normal,Light,Veg,Snacks
Night Shift Zinger Pro Meal,Happy,Normal,Light,Veg,Snacks
Rice & Bites combo,Happy,Normal,Light,Veg,Snacks
Midnight Spicy Zinger & Popcorn Meal,Stressed,Normal,Light,Veg,Snacks
Gaming Night Korean Roll meal,Happy,Normal,Light,Veg,Snacks
Lazy BFF Rice combo,Happy,Normal,Light,Veg,Snacks
Night Bite Veg Roll combo,Happy,Normal,Light,Veg,Snacks
Still Awake Veg Zinger Meal,Happy,Normal,Light,Veg,Snacks
Dal Gujarati,Happy,Normal,Light,Veg,Snacks
Gujarati Thali (No Jain),Normal,Hectic,Light,Jain,Snacks
Kathiyawadi Thali (No Jain),Normal,Hectic,Light,Jain,Snacks
Punjabi Thali (No Jain),Normal,Hectic,Light,Jain,Snacks
Gujarati Dal & Rice Combo,Happy,Normal,Light,Veg,Snacks
Masala Khichdi Combo,Tired,Normal,Light,Veg,Snacks
Special Puri Sabji +Butter Milk,Happy,Normal,Light,Veg,Snacks
Sev Masala,Happy,Normal,Light,Veg,Snacks
Dahi Tikhari,Happy,Normal,Light,Veg,Snacks
Aloo Bhindi,Happy,Normal,Light,Veg,Snacks
Paneer Kadai,Happy,Normal,Heavy,Veg,North Indian
Bhindi Masala,Happy,Normal,Light,Veg,Snacks
Kaju Khoya Masala,Happy,Normal,Light,Veg,Snacks
Paneer Butter Masala,Happy,Normal,Heavy,Veg,North Indian
Paneer Toofani,Happy,Normal,Heavy,Veg,North Indian
Cheese Butter Masala,Happy,Normal,Light,Veg,Snacks
Mattar Paneer,Happy,Normal,Heavy,Veg,North Indian
Veg Toofani,Happy,Normal,Light,Veg,Snacks
Paneer Tawa,Happy,Normal,Heavy,Veg,North Indian
Special Jalaram Paneer,Happy,Normal,Heavy,Veg,North Indian
Paneer Kadai,Happy,Normal,Heavy,Veg,North Indian
Bhindi Masala,Happy,Normal,Light,Veg,Snacks
Kaju Khoya Masala,Happy,Normal,Light,Veg,Snacks
Kaju Paneer Masala,Happy,Normal,Heavy,Veg,North Indian
Paneer Butter Masala,Happy,Normal,Heavy,Veg,North Indian
Paneer Toofani,Happy,Normal,Heavy,Veg,North Indian
Cheese Butter Masala,Happy,Normal,Light,Veg,Snacks
Mattar Paneer,Happy,Normal,Heavy,Veg,North Indian
Veg Toofani,Happy,Normal,Light,Veg,Snacks
Paneer Tawa,Happy,Normal,Heavy,Veg,North Indian
Special Jalaram Paneer,Happy,Normal,Heavy,Veg,North Indian
Paneer Bhurji,Happy,Normal,Heavy,Veg,North Indian
Veg Handi,Happy,Normal,Light,Veg,Snacks
Paneer Handi,Happy,Normal,Heavy,Veg,North Indian
Kaju Khoya Sweet,Happy,Normal,Light,Veg,Dessert
Chana Masala,Happy,Normal,Light,Veg,Snacks
Paneer Tikka Masala,Stressed,Normal,Heavy,Veg,North Indian
Dum Aloo,Happy,Normal,Light,Veg,Snacks
Veg Makkhanwala,Happy,Normal,Light,Veg,Snacks
Bhindi Fry,Happy,Normal,Light,Veg,Snacks
Mix Veg,Happy,Normal,Light,Veg,Snacks
Paneer Balti,Happy,Normal,Heavy,Veg,North Indian
Palak Paneer,Happy,Normal,Heavy,Veg,North Indian
Veg Kadai,Happy,Normal,Light,Veg,Snacks
Shahi Paneer,Happy,Normal,Heavy,Veg,North Indian
Special Jalaram Veg,Happy,Normal,Light,Veg,Snacks
Veg Kolhapuri,Happy,Normal,Light,Veg,Snacks
Veg Jaipuri,Happy,Normal,Light,Veg,Snacks
Aloo Palak,Happy,Normal,Light,Veg,Snacks
Aloo Flower,Happy,Normal,Light,Veg,Snacks
Mattar Palak,Happy,Normal,Light,Veg,Snacks
Plain Palak,Happy,Normal,Light,Veg,Snacks
Veg Shahi Korma,Happy,Normal,Light,Veg,Snacks
Lasaniya Vagharelo Rotlo,Happy,Normal,Light,Veg,Snacks
Sev Masala,Happy,Normal,Light,Veg,Snacks
Sev Tamatar,Happy,Normal,Light,Veg,Snacks
Baingan Bharta,Happy,Normal,Light,Veg,Snacks
Dahi Tikhari,Happy,Normal,Light,Veg,Snacks
Aloo Suki Bhaji,Happy,Normal,Light,Veg,Snacks
Lasaniya Aloo,Happy,Normal,Light,Veg,Snacks
Mung Masala,Happy,Normal,Light,Veg,Snacks
Kaju Gathiya,Happy,Normal,Light,Veg,Snacks
Onion Sev,Happy,Normal,Light,Veg,Snacks
Dahi Bhindi,Happy,Normal,Light,Veg,Snacks
Rajvadi Dhokli Sabji,Happy,Normal,Light,Veg,Snacks
Aloo Bhindi,Happy,Normal,Light,Veg,Snacks
Bharela Rigan,Happy,Normal,Light,Veg,Snacks
Lasaniya Ganthiya,Happy,Normal,Light,Veg,Snacks
Onion - Potato,Happy,Normal,Light,Veg,Snacks
Rasila Aloo,Happy,Normal,Light,Veg,Snacks
Kathod,Happy,Normal,Light,Veg,Snacks
Aloo Baingan,Happy,Normal,Light,Veg,Snacks
Jalaram Special Aloo Mattar,Happy,Normal,Light,Veg,Snacks
Kobij Masala,Happy,Normal,Light,Veg,Snacks
Hyderabadi Biryani,Happy,Hectic,Heavy,Veg,North Indian
Veg Pulao (Butter),Happy,Normal,Light,Veg,Snacks
Vaghareli Khichdi,Tired,Normal,Light,Veg,Snacks
Plain Khichdi,Tired,Normal,Light,Veg,Snacks
Handi Khichdi,Tired,Normal,Light,Veg,Snacks
Rajwadi Khichdi,Tired,Normal,Light,Veg,Snacks
Jeera Rice,Happy,Normal,Light,Veg,Snacks
Veg Biryani,Happy,Hectic,Heavy,Veg,North Indian
Masala Rice,Happy,Normal,Light,Veg,Snacks
Plain Rice,Happy,Normal,Light,Veg,Snacks
Veg Pulao (Oil),Happy,Normal,Light,Veg,Snacks
Tawa Butter Roti,Happy,Normal,Light,Veg,Snacks
Tawa Plain Roti,Happy,Normal,Light,Veg,Snacks
Bajri Butter Rotlo,Happy,Normal,Light,Veg,Snacks
Butter Bhakri,Happy,Normal,Light,Veg,Snacks
Bajri Plain Rotlo,Happy,Normal,Light,Veg,Snacks
Plain Bhakri,Happy,Normal,Light,Veg,Snacks
Butter Paratha,Happy,Productive,Light,Veg,North Indian
Tawa Paratha Butter,Happy,Productive,Light,Veg,North Indian
Tawa Paratha Oil,Happy,Productive,Light,Veg,North Indian
Oil Paratha,Happy,Productive,Light,Veg,North Indian
Gujarati Thali (No Jain),Normal,Hectic,Light,Jain,Snacks
Kathiyawadi Thali (No Jain),Normal,Hectic,Light,Jain,Snacks
Punjabi Thali (No Jain),Normal,Hectic,Light,Jain,Snacks
Punjabi Dal & Rice Combo,Happy,Normal,Light,Veg,Snacks
Gujarati Dal & Rice Combo,Happy,Normal,Light,Veg,Snacks
Vegetable Biryani Combo,Happy,Hectic,Heavy,Veg,North Indian
Masala Khichdi Combo,Tired,Normal,Light,Veg,Snacks
Plain Khichdi Combo,Tired,Normal,Light,Veg,Snacks
Dal Fry,Happy,Normal,Light,Veg,Snacks
Dal Tadka,Happy,Normal,Light,Veg,Snacks
Dal Palak,Happy,Normal,Light,Veg,Snacks
Mithi Jain Kadhi,Happy,Normal,Light,Jain,Snacks
Kathiyawadi Kadhi,Happy,Normal,Light,Veg,Snacks
Fry Papad,Happy,Normal,Light,Veg,Snacks
Garlic Chutney,Happy,Normal,Light,Veg,Snacks
Fry Masala Papad,Happy,Normal,Light,Veg,Snacks
Roasted Papad,Happy,Normal,Light,Veg,Snacks
Roasted Masala Papad,Happy,Normal,Light,Veg,Snacks
Green Salad,Happy,Normal,Light,Veg,Snacks
Tomato Salad,Happy,Normal,Light,Veg,Snacks
Ghee + Gor,Happy,Normal,Light,Veg,Snacks
Gor (Bowl),Happy,Normal,Light,Veg,Snacks
Special Chhas,Happy,Normal,Light,Veg,Snacks
Rajwadi Lassi (Sweet),Happy,Normal,Light,Veg,Dessert
Curd Bowl,Happy,Normal,Light,Veg,Snacks
Salted Curd,Happy,Normal,Light,Veg,Snacks
Aloo Paratha,Happy,Productive,Light,Veg,North Indian
Paneer Paratha,Happy,Productive,Heavy,Veg,North Indian
Gobi Paratha,Happy,Productive,Light,Veg,North Indian
Special Dal Bati +Butter Milk,Happy,Normal,Light,Veg,Snacks
Special Puri Sabji +Butter Milk,Happy,Normal,Light,Veg,Snacks
Gulab Jamun,Happy,Normal,Light,Veg,Snacks
Special Rotla Churmo,Happy,Normal,Light,Veg,Snacks
Chole Bhatoore+ Butter Milk,Happy,Normal,Light,Veg,Snacks
Special Aloo Mattar Sabji + Tawa Paratha/Fry Paratha (2 Pc) + Salad+Butter Milk,Happy,Productive,Light,Veg,North Indian
Dal Gujarati,Happy,Normal,Light,Veg,Snacks
Fix Lunch,Happy,Normal,Light,Veg,Snacks
Fix Lunch Large,Happy,Normal,Light,Veg,Snacks
Paneer Butter Masala Thali,Normal,Hectic,Heavy,Veg,North Indian
Cheese Butter Masala Thali,Normal,Hectic,Light,Veg,Snacks
Veg. Handi Thali,Normal,Hectic,Light,Veg,Snacks
Palak Paneer Thali,Normal,Hectic,Heavy,Veg,North Indian
Cheese Butter Masala Combo,Happy,Normal,Light,Veg,Snacks
Paneer Handi Combo,Happy,Normal,Heavy,Veg,North Indian
Palak Paneer Combo,Happy,Normal,Heavy,Veg,North Indian
Paneer Butter Masala Combo,Happy,Normal,Heavy,Veg,North Indian
Cholekulcha Combo,Happy,Normal,Light,Veg,Snacks
Veg Handi Combo,Happy,Normal,Light,Veg,Snacks
Veg  Kolhapuri (spicy),Stressed,Normal,Light,Veg,Snacks
Veg  Handi,Happy,Normal,Light,Veg,Snacks
Veg Kadai,Happy,Normal,Light,Veg,Snacks
Veg Hariyali  Tawa,Happy,Normal,Light,Veg,Snacks
Veg  Rajwadi,Happy,Normal,Light,Veg,Snacks
Chana  Masala,Happy,Normal,Light,Veg,Snacks
Special Paneer Lababdaar,Happy,Normal,Heavy,Veg,North Indian
Paneer Butter  Masala,Happy,Normal,Heavy,Veg,North Indian
Special Paneer Lababdaar,Happy,Normal,Heavy,Veg,North Indian
Paneer Butter  Masala,Happy,Normal,Heavy,Veg,North Indian
Paneer Kaju Masala,Happy,Normal,Heavy,Veg,North Indian
Paneer Bhurji,Happy,Normal,Heavy,Veg,North Indian
Palak  Paneer,Happy,Normal,Heavy,Veg,North Indian
Special Paneer Laziz,Happy,Normal,Heavy,Veg,North Indian
Paneer  Angara (spicy),Stressed,Normal,Heavy,Veg,North Indian
Paneer  Handi,Happy,Normal,Heavy,Veg,North Indian
Paneer Do Pyaza,Happy,Normal,Heavy,Veg,North Indian
Panner Do Pyaza,Happy,Normal,Light,Veg,Snacks
Veg  Kolhapuri (spicy),Stressed,Normal,Light,Veg,Snacks
Veg  Handi,Happy,Normal,Light,Veg,Snacks
Veg Kadai,Happy,Normal,Light,Veg,Snacks
Veg Hariyali  Tawa,Happy,Normal,Light,Veg,Snacks
Veg  Rajwadi,Happy,Normal,Light,Veg,Snacks
Chana  Masala,Happy,Normal,Light,Veg,Snacks
Veg  Jaipuri,Happy,Normal,Light,Veg,Snacks
Sev Tomato,Happy,Normal,Light,Veg,Snacks
Special Hyderabadi Biryani,Happy,Hectic,Heavy,Veg,North Indian
Matka  Dum Biryani,Happy,Hectic,Heavy,Veg,North Indian
Special Handi Biryani,Happy,Hectic,Heavy,Veg,North Indian
Veg Biryani,Happy,Hectic,Heavy,Veg,North Indian
Veg. Pulav (punjabi),Happy,Normal,Light,Veg,Snacks
Kadhai Pulav,Happy,Normal,Light,Veg,Snacks
Hara Bhara Kabab (8pcs),Happy,Normal,Light,Veg,Snacks
Jeera Rice,Happy,Normal,Light,Veg,Snacks
Dal Tadka,Happy,Normal,Light,Veg,Snacks
Dal Palak,Happy,Normal,Light,Veg,Snacks
Dal Fry,Happy,Normal,Light,Veg,Snacks
Kaju  Masala,Happy,Normal,Light,Veg,Snacks
Kaju  Curry,Happy,Normal,Light,Veg,Snacks
Cheese  Butter Masala,Happy,Normal,Light,Veg,Snacks
Cheese Afghani,Happy,Normal,Light,Veg,Snacks
Nargisi  Kofta,Happy,Normal,Light,Veg,Snacks
Veg Kofta,Happy,Normal,Light,Veg,Snacks
Dal Khichdi With Curd,Tired,Normal,Light,Veg,Snacks
Palak Dal Khichdi With Curd,Tired,Normal,Light,Veg,Snacks
Paneer  Chilly Dry,Happy,Normal,Heavy,Veg,North Indian
Mushroom Chilly Dry,Happy,Normal,Light,Veg,Snacks
Manchurian Dry,Happy,Normal,Spicy,Veg,Chinese
Spring Roll,Happy,Normal,Light,Veg,Snacks
Veg  Crispy,Happy,Normal,Light,Veg,Snacks
Veg Lollipop,Happy,Normal,Light,Veg,Snacks
Paneer Chilly  Gravy,Happy,Normal,Heavy,Veg,North Indian
Manchurian  Gravy,Happy,Normal,Spicy,Veg,Chinese
Potato Chilly Dry,Happy,Normal,Light,Veg,Snacks
Manchurian Noodles,Happy,Normal,Spicy,Veg,Chinese
Veg. Hakka Noodles,Happy,Normal,Light,Veg,Chinese
Chilly Garlic Noodles,Happy,Normal,Light,Veg,Chinese
Schezwan Noodles,Happy,Normal,Light,Veg,Chinese
Lemon Coriander Soup,Tired,Normal,Light,Veg,Snacks
Cream Of Tomato Soup,Tired,Normal,Light,Veg,Snacks
Veg. Clear Soup,Tired,Normal,Light,Veg,Snacks
Hot And Sour,Happy,Normal,Light,Veg,Snacks
Veg. Manchow Soup,Tired,Normal,Light,Veg,Snacks
Manchurian Rice,Happy,Normal,Spicy,Veg,Chinese
Schezwan Rice,Happy,Normal,Light,Veg,Snacks
Veg. Fried Rice,Happy,Normal,Light,Veg,Snacks
Traffic Jam,Happy,Normal,Light,Veg,Snacks
Chinese Bhel,Happy,Normal,Light,Veg,Snacks
Paneer Butter Masala Thali,Normal,Hectic,Heavy,Veg,North Indian
Cheese Butter Masala Thali,Normal,Hectic,Light,Veg,Snacks
Veg. Handi Thali,Normal,Hectic,Light,Veg,Snacks
Palak Paneer Thali,Normal,Hectic,Heavy,Veg,North Indian
Cheese Butter Masala Combo,Happy,Normal,Light,Veg,Snacks
Chinese Combo,Happy,Normal,Light,Veg,Snacks
Paneer Handi Combo,Happy,Normal,Heavy,Veg,North Indian
Palak Paneer Combo,Happy,Normal,Heavy,Veg,North Indian
Paneer Butter Masala Combo,Happy,Normal,Heavy,Veg,North Indian
Cholekulcha Combo,Happy,Normal,Light,Veg,Snacks
Veg Handi Combo,Happy,Normal,Light,Veg,Snacks
Cheese Butter Masala Meal,Happy,Normal,Light,Veg,Snacks
Paneer Butter Masala Meal,Happy,Normal,Heavy,Veg,North Indian
Palak Paneer Meal,Happy,Normal,Heavy,Veg,North Indian
Veg Handi Meal,Happy,Normal,Light,Veg,Snacks
Chole Meal,Happy,Normal,Light,Veg,Snacks
Fix Lunch,Happy,Normal,Light,Veg,Snacks
Fix Lunch Large,Happy,Normal,Light,Veg,Snacks
Tandoori Roti,Happy,Normal,Light,Veg,Snacks
Chappati (wheat),Happy,Normal,Light,Veg,Snacks
Tandoori Naan,Happy,Normal,Light,Veg,Snacks
Cheese Naan,Happy,Normal,Light,Veg,Snacks
Garlic Naan,Happy,Normal,Light,Veg,Snacks
Tandoori Kulcha,Happy,Normal,Light,Veg,Snacks
Butter Milk,Happy,Normal,Light,Veg,Snacks
Veg Raita,Happy,Normal,Light,Veg,Snacks
Gulab Jamun (2 Pcs),Happy,Normal,Light,Veg,Snacks
Bundi Raita,Happy,Normal,Light,Veg,Snacks
Roasted Papd,Happy,Normal,Light,Veg,Snacks
Green Pudina Chutney,Happy,Normal,Light,Veg,Snacks
Fry Papad,Happy,Normal,Light,Veg,Snacks
Pavbhaji (non Jain),Happy,Normal,Light,Jain,Snacks
Only Bhaji (non Jain),Happy,Normal,Light,Jain,Snacks
Extra Pav,Happy,Normal,Light,Veg,Snacks
French Fries,Happy,Normal,Light,Veg,Snacks
Baked Macroni With Pineapple,Happy,Normal,Light,Veg,Snacks
Baked Macroni,Happy,Normal,Light,Veg,Snacks
Fix Dinner Large,Happy,Normal,Light,Veg,Snacks
Fix Dinner,Happy,Normal,Light,Veg,Snacks
Kaju Katli - Diwali Gifts Pack,Happy,Normal,Light,Veg,Snacks
Mix Bites - Diwali Gifts Pack,Happy,Normal,Light,Veg,Snacks
Mohanthal - Diwali Gifts Pack,Happy,Normal,Light,Veg,Snacks
Kesar Kaju Katli - Diwali Gifts Pack,Happy,Normal,Light,Veg,Snacks
Anjeer Roll - Diwali Gifts Pack,Happy,Normal,Light,Veg,Snacks
Kaju Katli Premium,Happy,Normal,Light,Veg,Snacks
Kesar Kaju Katli Premium,Happy,Normal,Light,Veg,Snacks
Kesar Mohanthal,Happy,Normal,Light,Veg,Snacks
Mohanthal,Happy,Normal,Light,Veg,Snacks
Boondi Laddu,Happy,Normal,Light,Veg,Snacks
Motichur Laddu,Happy,Normal,Light,Veg,Snacks
Kopra Pak,Happy,Normal,Light,Veg,Snacks
Soanpapdi,Happy,Normal,Light,Veg,Snacks
Kaju Katli,Happy,Normal,Light,Veg,Snacks
Kesar Kaju Katli,Happy,Normal,Light,Veg,Snacks
Kaju Mix Mithai,Happy,Normal,Light,Veg,Snacks
Kaju Mix Sweets,Happy,Normal,Light,Veg,Dessert
Mix Bites,Happy,Normal,Light,Veg,Snacks
Milk Cake,Happy,Normal,Sweet,Veg,Dessert
Dudh Halwa,Happy,Normal,Light,Veg,Snacks
Kesar Mohanthal,Happy,Normal,Light,Veg,Snacks
Mohanthal,Happy,Normal,Light,Veg,Snacks
Boondi Laddu,Happy,Normal,Light,Veg,Snacks
Mathura Peda,Happy,Normal,Light,Veg,Snacks
Mava Mix Mithai,Happy,Normal,Light,Veg,Snacks
Motichur Laddu,Happy,Normal,Light,Veg,Snacks
Mysore,Happy,Normal,Light,Veg,Snacks
Kaju Mysore,Happy,Normal,Light,Veg,Snacks
Safed Peda,Happy,Normal,Light,Veg,Snacks
Kopra Pak,Happy,Normal,Light,Veg,Snacks
Halwasan Pak,Happy,Normal,Light,Veg,Snacks
Ghee Mix Mithai,Happy,Normal,Light,Veg,Snacks
Magas Laddu,Happy,Normal,Light,Veg,Snacks
Malai Peda,Happy,Normal,Light,Veg,Snacks
Soanpapdi,Happy,Normal,Light,Veg,Snacks
Khari Puri,Happy,Normal,Light,Veg,Snacks
Farsipuri,Happy,Normal,Light,Veg,Snacks
Fulvadi,Happy,Normal,Light,Veg,Snacks
Farali Tikha Chivda,Happy,Normal,Light,Veg,Snacks
Banana Wafer,Happy,Normal,Light,Veg,Snacks
Mix Chavana,Happy,Normal,Light,Veg,Snacks
Farali Mola Chivda,Happy,Normal,Light,Veg,Snacks
Jadi Sev,Happy,Normal,Light,Veg,Snacks
Dry Fruit Kachori,Happy,Normal,Light,Veg,Snacks
Champakali Ganthiya,Happy,Normal,Light,Veg,Snacks
Shakkarpara,Happy,Normal,Light,Veg,Snacks
Potato Wafer,Happy,Normal,Light,Veg,Snacks
Mini Bhakharwadi,Happy,Normal,Light,Veg,Snacks
Rajwadi Dalmoth,Happy,Normal,Light,Veg,Snacks
Chakri,Happy,Normal,Light,Veg,Snacks
Potato Tikhi Wafer,Happy,Normal,Light,Veg,Snacks
Khatta Mitha Chavana,Happy,Normal,Light,Veg,Snacks
Indori Mixer,Happy,Normal,Light,Veg,Snacks
Banana Tikhi Wafer,Happy,Normal,Light,Veg,Snacks
Pauva Tikha Chivda,Happy,Normal,Light,Veg,Snacks
Chatpata Con,Happy,Normal,Light,Veg,Snacks
Bhakharwadi,Happy,Normal,Light,Veg,Snacks
Papad Chivda,Happy,Normal,Light,Veg,Snacks
Makai Chivda,Happy,Normal,Light,Veg,Snacks
Bikaneri Sev,Happy,Normal,Light,Veg,Snacks
Sing Bhujia,Happy,Normal,Light,Veg,Snacks
Mini Ganthiya,Happy,Normal,Light,Veg,Snacks
Mogar Dal,Happy,Normal,Light,Veg,Snacks
Bhelpuri,Happy,Normal,Light,Veg,Snacks
Ratlami Sev,Happy,Normal,Light,Veg,Snacks
Bhadran Mag,Happy,Normal,Light,Veg,Snacks
Ghehu Chivda,Happy,Normal,Light,Veg,Snacks
2 Number Sev,Happy,Normal,Light,Veg,Snacks
Soya Sticks,Happy,Normal,Light,Veg,Snacks
Mamri,Happy,Normal,Light,Veg,Snacks
Chana Jor Garam,Happy,Normal,Light,Veg,Snacks
Nylon Sev,Happy,Normal,Light,Veg,Snacks
Chana Dal,Happy,Normal,Light,Veg,Snacks
Pauva Mola Chivda,Happy,Normal,Light,Veg,Snacks
Jodhpuri Mixer,Happy,Normal,Light,Veg,Snacks
Sadi Dalmoth,Happy,Normal,Light,Veg,Snacks
Kaju Katli,Happy,Normal,Light,Veg,Snacks
Kesar Kaju Katli,Happy,Normal,Light,Veg,Snacks
Kaju Mix Mithai,Happy,Normal,Light,Veg,Snacks
Kaju Mix Sweets,Happy,Normal,Light,Veg,Dessert
Gulkand Katori,Happy,Normal,Light,Veg,Snacks
Indrani,Happy,Normal,Light,Veg,Snacks
Wonder Fig,Happy,Normal,Light,Veg,Snacks
Kaju Kalash,Happy,Normal,Light,Veg,Snacks
Chandrakali,Happy,Normal,Light,Veg,Snacks
Anjeer Dryfruit Cake,Happy,Normal,Sweet,Veg,Dessert
Kaju Sitafal,Happy,Normal,Light,Veg,Snacks
Anjeer Dryfruit Halwa,Happy,Normal,Light,Veg,Snacks
Pista Ghari,Happy,Normal,Light,Veg,Snacks
Milk Cake,Happy,Normal,Sweet,Veg,Dessert
Dudh Halwa,Happy,Normal,Light,Veg,Snacks
Mumbai Halwa,Happy,Normal,Light,Veg,Snacks
Badam Dryfruit Halwa,Happy,Normal,Light,Veg,Snacks
Galefa,Happy,Normal,Light,Veg,Snacks
Dudhi Halwa,Happy,Normal,Light,Veg,Snacks
Chiku Halwa,Happy,Normal,Light,Veg,Snacks
Mix Bites,Happy,Normal,Light,Veg,Snacks
Mix Fruit Bites,Happy,Normal,Light,Veg,Snacks
Butterscotch Bites,Happy,Normal,Light,Veg,Snacks
Orange Bites,Happy,Normal,Light,Veg,Snacks
Walnut Bites,Happy,Normal,Light,Veg,Snacks
Rose Bites,Happy,Normal,Light,Veg,Snacks
Strawberry Bites,Happy,Normal,Light,Veg,Snacks
Mango Bites,Happy,Normal,Light,Veg,Snacks
